0,&-uh
1,&-um
2,&a
3,&h
4,&ha
5,&hm
6,&m
7,&ma
8,&mm
9,&uh
10,&um
11,A
12,African
13,All
14,Alzheimer's
15,American
16,And
17,Angeles
18,Anna
19,Anne
20,California
21,Cause
22,Christmas
23,Cinderel
24,Cinderella
25,Cinderelly
26,City
27,Colorado
28,Cookie
29,Don't
30,Dubuque
31,Elvis
32,End
33,English
34,Europe
35,Firstname
36,Florida
37,Give
38,Go
39,God
40,Halcion
41,Health
42,Hungarian
43,Hungary
44,I
45,I'd
46,I'll
47,I'm
48,I've
49,II
50,IQ
51,Im
52,Institute
53,It
54,It's
55,Jacksonville
56,Jane
57,Jane's
58,Janet
59,Jaq
60,Jerry
61,Jill
62,John
63,Johnny
64,Johnny's
65,July
66,June
67,Junior's
68,L
69,Lancaster
70,Language
71,Last
72,Lee
73,Los
74,Mad
75,Madison
76,Malcolm
77,March
78,Marianne
79,Marv
80,Mary
81,Men
82,Missus
83,Mom
84,Mom's
85,Mother
86,Name
87,National
88,New
89,No
90,October
91,Oh
92,Ohio
93,Pamela
94,Peter
95,Pitt
96,Pokeno
97,Quiet
98,Richard
99,S
100,School
101,Shh
102,Silver
103,Simon
104,Springs
105,Sunday
106,TV
107,Tampa
108,That
109,That's
110,Theft
111,U
112,UCLA
113,UTI
114,Violet
115,War
116,Wayne
117,Well
118,Westwood
119,What
120,William
121,Wisconsin
122,World
123,York
124,You
125,a
126,ability
127,able
128,about
129,above
130,absentmindedly
131,absolutely
132,abstracted
133,accident
134,accidents
135,according
136,account
137,accountant
138,accounts
139,across
140,action
141,actions
142,active
143,activities
144,activity
145,actual
146,actually
147,add
148,addition
149,address
150,adhesions
151,administer
152,adult
153,advantage
154,affecting
155,afraid
156,after
157,afternoon
158,afterwards
159,again
160,against
161,age
162,aging
163,ago
164,ah
165,ahead
166,aid
167,aids
168,ain't
169,air
170,airplane
171,ajar
172,aligned
173,alive
174,all
175,allowed
176,almost
177,along
178,alongside
179,aloud
180,alpha
181,already
182,alright
183,alrightie
184,alrighty
185,also
186,although
187,always
188,am
189,amazed
190,amazing
191,amount
192,ample
193,an
194,and
195,angle
196,angles
197,angry
198,animal
199,animals
200,ankle
201,anklets
202,annual
203,another
204,answer
205,answered
206,answers
207,anxious
208,any
209,anybody
210,anybody's
211,anyhow
212,anymore
213,anyone
214,anything
215,anytime
216,anyway
217,anyways
218,anywhere
219,apart
220,apparent
221,apparently
222,appear
223,appearance
224,appeared
225,appearing
226,appears
227,appliances
228,appointment
229,appointments
230,appreciate
231,appropriate
232,appropriately
233,approximately
234,apron
235,aprons
236,are
237,area
238,aren't
239,arguing
240,arm
241,arms
242,army
243,around
244,art
245,artist
246,as
247,ascendancy
248,aside
249,ask
250,asked
251,askew
252,asking
253,asks
254,asleep
255,assistant
256,assume
257,assumed
258,assuming
259,at
260,ate
261,atilt
262,attached
263,attempting
264,attention
265,attorney
266,attractive
267,attribute
268,auditory
269,automatically
270,automobile
271,average
272,aware
273,away
274,awesome
275,awful
276,awfully
277,b
278,baby
279,baby's
280,back
281,background
282,backs
283,backside
284,backwards
285,backyard
286,bad
287,badly
288,bag
289,baggy
290,bake
291,balance
292,balanced
293,ball
294,bamboo
295,bang
296,bangs
297,bar
298,bare
299,barn
300,bars
301,barstool
302,base
303,basically
304,basics
305,basin
306,basis
307,bathroom
308,be
309,bear
310,beautiful
311,because
312,become
313,bed
314,bedroom
315,been
316,beep
317,before
318,beg
319,begging
320,begin
321,beginning
322,behind
323,being
324,believe
325,below
326,bench
327,beneath
328,beneficial
329,benefit
330,benefited
331,benefits
332,bent
333,beside
334,besides
335,best
336,bet
337,better
338,between
339,beyond
340,bible
341,big
342,bigger
343,biggest
344,bike
345,billowing
346,bird
347,birds
348,birthdays
349,bit
350,black
351,blah
352,blank
353,blew
354,blind
355,blond
356,blonde
357,blood
358,bloom
359,blooming
360,blouse
361,blowing
362,blue
363,blurry
364,board
365,boat
366,bob
367,bobbed
368,body
369,boiling
370,boing
371,book
372,books
373,boom
374,boots
375,border
376,born
377,both
378,bother
379,bothered
380,bottle
381,bottom
382,bought
383,bowl
384,bowls
385,box
386,boy
387,boy's
388,boys
389,brain
390,break
391,breakfast
392,breaks
393,breath
394,breeze
395,brick
396,bright
397,bring
398,bringing
399,broke
400,broken
401,brother
402,brother's
403,brothers
404,brought
405,brown
406,brush
407,bucket
408,buckle
409,building
410,built
411,bulletin
412,bump
413,bunch
414,burn
415,burning
416,bus
417,bush
418,bushes
419,business
420,bust
421,busy
422,but
423,butt
424,butter
425,button
426,buy
427,by
428,bye
429,cabinet
430,cabinet's
431,cabinetry
432,cabinets
433,cafe
434,calamity
435,calendar
436,calendars
437,call
438,called
439,calling
440,calls
441,came
442,can
443,can't
444,cancer
445,candy
446,cannot
447,canoe
448,car
449,card
450,cards
451,care
452,careful
453,careless
454,carriage
455,carry
456,carrying
457,cartoon
458,cascading
459,case
460,casual
461,cat
462,catastrophe
463,catastrophes
464,catch
465,catching
466,cats
467,caught
468,cause
469,ceiling
470,cell
471,center
472,certain
473,certainly
474,chair
475,chair's
476,challenging
477,chance
478,change
479,changed
480,changes
481,changing
482,chaos
483,chaotic
484,cheat
485,cheated
486,cheating
487,check
488,checked
489,checking
490,cheerful
491,child
492,child's
493,children
494,children's
495,china
496,chip
497,chocolate
498,choices
499,choose
500,church
501,cigarette
502,circle
503,class
504,classes
505,clean
506,cleaned
507,cleaning
508,clear
509,clearly
510,climate
511,climb
512,climbed
513,climbing
514,clinic
515,clock
516,clogged
517,close
518,closed
519,closer
520,closet
521,closets
522,cloth
523,clothed
524,clothes
525,clothing
526,clutter
527,cluttered
528,coffee
529,cognition
530,cognitive
531,cold
532,collapse
533,collar
534,collared
535,college
536,colonial
537,color
538,colors
539,combed
540,come
541,comes
542,comfortable
543,coming
544,comment
545,common
546,community
547,company
548,comparatively
549,compare
550,compared
551,complete
552,completed
553,completely
554,computer
555,computer's
556,concentrate
557,concentrating
558,concept
559,concerned
560,condition
561,connection
562,conscious
563,consider
564,considered
565,considering
566,constantly
567,contact
568,container
569,continually
570,continue
571,continues
572,continuing
573,cook
574,cookie
575,cookies
576,cooking
577,cool
578,copy
579,copyright
580,copyrighted
581,cord
582,corner
583,correct
584,correctly
585,correlation
586,could
587,could've
588,couldn't
589,count
590,counter
591,counters
592,countertop
593,countertops
594,country
595,counts
596,couple
597,course
598,courses
599,court
600,cover
601,cover's
602,covered
603,covering
604,covers
605,crabby
606,crack
607,crash
608,crashing
609,crawled
610,crawling
611,crazy
612,cream
613,crew
614,cripe
615,critical
616,crocker
617,crooked
618,cross
619,crossbars
620,crossing
621,crying
622,cup
623,cupboard
624,cupboard's
625,cupboards
626,cups
627,current
628,curtain
629,curtain's
630,curtained
631,curtains
632,curved
633,cut
634,cute
635,cuts
636,cyst
637,d
638,dad
639,daily
640,damn
641,danger
642,dangerous
643,dangers
644,dark
645,darker
646,darn
647,data
648,date
649,daughter
650,daughter's
651,day
652,daydreaming
653,daylight
654,days
655,daze
656,dead
657,deaf
658,deal
659,dear
660,decent
661,decide
662,decided
663,deciding
664,deeply
665,deficit
666,definitely
667,delicious
668,dementia
669,depends
670,describe
671,described
672,describing
673,description
674,descriptive
675,design
676,detail
677,detailed
678,details
679,determine
680,determined
681,devil
682,diagonal
683,did
684,didn't
685,difference
686,different
687,difficult
688,difficulty
689,digging
690,digits
691,dinner
692,direction
693,directions
694,dirty
695,disaster
696,disasters
697,discovered
698,disease
699,dish
700,dishcloth
701,dishes
702,dishrag
703,dishtowel
704,dishwash
705,dishwasher
706,dishwashing
707,dishwater
708,distance
709,distract
710,distracted
711,divider
712,do
713,doctor
714,doctor's
715,doctors
716,does
717,doesn't
718,dog
719,dog's
720,dogs
721,doing
722,dokey
723,doll
724,don't
725,done
726,door
727,door's
728,doorknobs
729,doors
730,dots
731,double
732,doubt
733,down
734,downhill
735,downstairs
736,dozen
737,drain
738,draining
739,draperies
740,drapes
741,draw
742,drawer
743,drawers
744,drawing
745,drawn
746,draws
747,dreaming
748,dress
749,dressed
750,dresses
751,drew
752,dried
753,dries
754,drink
755,drinking
756,dripping
757,drive
758,drivers
759,driveway
760,driving
761,drop
762,dropped
763,dropping
764,drugs
765,dry
766,drying
767,duck's
768,due
769,duh
770,dumb
771,dump
772,dumping
773,during
774,each
775,ear
776,earlier
777,early
778,ears
779,easier
780,east
781,easy
782,eat
783,eating
784,edge
785,education
786,effect
787,efficiently
788,effort
789,egging
790,eggs
791,eight
792,eighteen
793,eighties
794,eighty
795,either
796,eleven
797,eliminate
798,elongated
799,else
800,emergency
801,empty
802,encouraging
803,end
804,ended
805,ends
806,enjoyed
807,enjoying
808,enough
809,enters
810,entrance
811,enumerator
812,erase
813,especially
814,etch
815,even
816,event
817,events
818,eventually
819,ever
820,every
821,everybody
822,everybody's
823,everyday
824,everyone
825,everyone's
826,everything
827,everything's
828,everytime
829,everywhere
830,evidently
831,evil
832,exactly
833,exam
834,example
835,excellent
836,except
837,exciting
838,excuse
839,exercise
840,experience
841,explain
842,expression
843,expressions
844,extended
845,extending
846,extension
847,extremely
848,eye
849,eyes
850,eyesight
851,fabric
852,face
853,faces
854,facial
855,facing
856,fact
857,fail
858,failed
859,fair
860,fairly
861,fall
862,fallen
863,falling
864,falls
865,familiar
866,family
867,family's
868,fancy
869,far
870,fashion
871,fast
872,faster
873,father
874,faucet
875,faucet's
876,faucets
877,favorite
878,features
879,feeding
880,feel
881,feeling
882,feet
883,fell
884,fellow
885,female
886,fence
887,few
888,field
889,fifteen
890,fifties
891,fifty
892,fight
893,fighting
894,figure
895,figured
896,filled
897,filling
898,finally
899,financial
900,find
901,finding
902,fine
903,finger
904,fingers
905,finish
906,finished
907,finishing
908,fire
909,fireworks
910,first
911,fit
912,five
913,fix
914,fixed
915,flat
916,flats
917,flexible
918,flies
919,flip
920,flood
921,flooding
922,floor
923,floor's
924,floors
925,flower
926,flowers
927,flowing
928,fluency
929,flunking
930,fly
931,flying
932,folded
933,foliage
934,folks
935,follow
936,food
937,foot
938,footstool
939,for
940,forever
941,forget
942,forgetful
943,forgets
944,forgetting
945,forgot
946,forgotten
947,form
948,forth
949,forties
950,forty
951,found
952,fountain
953,four
954,fourth
955,frame
956,framed
957,fresh
958,friend
959,friends
960,from
961,front
962,frown
963,frowning
964,frustrated
965,frustrating
966,fry
967,full
968,fully
969,fun
970,funding
971,funny
972,furiously
973,furniture
974,further
975,gal
976,game
977,games
978,garage
979,garden
980,gardening
981,gate
982,gather
983,gave
984,gee
985,geez
986,general
987,generally
988,get
989,gets
990,getting
991,giggling
992,girl
993,girl's
994,girlfriend
995,girls
996,give
997,given
998,gives
999,giving
1000,glad
1001,glass
1002,glasses
1003,go
1004,god
1005,goes
1006,going
1007,gone
1008,gonna
1009,good
1010,goodbye
1011,goodness
1012,gosh
1013,got
1014,gotcha
1015,gotta
1016,gotten
1017,grab
1018,grabbing
1019,grade
1020,grades
1021,graduate
1022,graduated
1023,grandchildren
1024,granddaughter
1025,grandkids
1026,grandmother
1027,grandson
1028,grass
1029,grasses
1030,great
1031,green
1032,grew
1033,grief
1034,groceries
1035,grocery
1036,ground
